Date-Time,Focal,Weather,Temperature (F),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),1,2,3,4,5,6,7,8,TLY 1,TLY 2,TLY 3,TLY 4,TLY 5,TLY 6,TLY 7,TLY 8,ART 1,ART 2,ART 3,ART 4,ART 5,ART 6,ART 7,ART 8,CJA 1,CJA 2,CJA 3,CJA 4,CJA 5,CJA 6,CJA 7,CJA 8,Notes
06/27/2026 12:06 PM,Artemis,Sunny,90,12,102,Stress-Related - Vigilance,,102,107,Stress-Related - Self-groom,,107,258,Stress-Related - Vigilance,,332,336,Stress-Related - Vigilance,,340,410,Stress-Related - Vigilance,,420,433,Stress-Related - Vigilance,,635,637,Stress-Related - Self-groom,,637,704,Stress-Related - Vigilance,,712,726,Stress-Related - Vigilance,,757,759,Stress-Related - Vigilance,,851,923,Stress-Related - Vigilance,,958,1001,Stress-Related - Vigilance,,1055,1109,Stress-Related - Vigilance,,1129,1148,Stress-Related - Vigilance,,1154,1204,Stress-Related - Vigilance,,1314,1411,Stress-Related - Vigilance,,1437,1500,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Locomotion,Other,Other,Rest,Rest,Other,Other,Other,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,,,,,,,,,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,
06/27/2026 11:50 AM,Calamity Jane,Sunny,90,0,48,Affiliative - Contact sit,Terri-Lynn,29,115,Stress-Related - Vigilance,,121,142,Stress-Related - Vigilance,,148,251,Stress-Related - Vigilance,,251,254,Stress-Related - Self-scratch,,258,315,Stress-Related - Self-groom,,315,346,Stress-Related - Vigilance,,350,355,Stress-Related - Self-scratch,,455,505,Stress-Related - Vigilance,,627,646,Stress-Related - Vigilance,,806,820,Stress-Related - Vigilance,,820,823,Stress-Related - Self-groom,,823,940,Stress-Related - Vigilance,,1417,1500,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Other,Other,Rest,Rest,Rest,Rest,Rest,Body contact,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,2-5 m,2-5 m,,,,,,,,,
06/24/2026 03:18 PM,Artemis,Sunny,85,748,751,Stress-Related - Vigilance,,820,836,Stress-Related - Self-groom,,945,955,Stress-Related - Vigilance,,1035,1038,Stress-Related - Vigilance,,1337,1343,Stress-Related - Vigilance,,1421,1431,Stress-Related - Self-groom,,1431,1439,Stress-Related - Vigilance,,1439,1447,Stress-Related - Self-groom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Other,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,,,,,,,,,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,
06/24/2026 03:04 PM,Calamity Jane,Sunny,85,104,107,Stress-Related - Vigilance,,524,530,Stress-Related - Self-groom,,530,557,Stress-Related - Vigilance,,557,613,Stress-Related - Self-groom,,613,633,Stress-Related - Vigilance,,633,650,Stress-Related - Self-groom,,727,800,Stress-Related - Vigilance,,800,804,Stress-Related - Self-groom,,804,820,Stress-Related - Vigilance,,836,853,Stress-Related - Vigilance,,853,855,Affiliative - Greet,Artemis,859,907,Affiliative - Mutual grooming,Artemis,948,951,Stress-Related - Yawn,,1001,1034,Stress-Related - Self-groom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Other,Other,Rest,Rest,Rest,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,,,,,,,,,
06/22/2026 03:34 PM,Calamity Jane,Light Rain,82,503,712,Affiliative - Contact sit,Artemis,702,712,Affiliative - Mutual grooming,Artemis,727,743,Stress-Related - Self-groom,,751,901,Affiliative - Mutual grooming,Artemis,901,916,Affiliative - Receive grooming,Artemis,925,1055,Affiliative - Mutual grooming,Artemis,1055,1106,Affiliative - Give grooming,Artemis,1125,1140,Stress-Related - Self-groom,,1149,,Affiliative - Contact sit,Artemis,1200,1217,Stress-Related - Self-groom,,1235,1304,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Social,Social,Other,Rest,2-5 m,2-5 m,2-5 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,2-5 m,2-5 m,2-5 m,Body contact,Body contact,Body contact,Body contact,Body contact,,,,,,,,,
06/22/2026 03:23 PM,Artemis,Sunny,82,0,1238,Affiliative - Contact sit,Terri-Lynn,224,236,Stress-Related - Vigilance,,452,501,Stress-Related - Vigilance,,546,552,Stress-Related - Vigilance,,718,720,Stress-Related - Vigilance,,813,836,Affiliative - Mutual grooming,Terri-Lynn,940,1004,Stress-Related - Vigilance,,1021,1025,Stress-Related - Vigilance,,1133,1254,Stress-Related - Vigilance,,1312,1500,Affiliative - Contact sit,Terri-Lynn,1407,1500,Affiliative - Contact sit,Calamity Jane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Other,Other,Rest,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,,,,,,,,,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Less than 2 m,
06/22/2026 03:05 PM,Terri-Lynn,Sunny,82,109,111,Stress-Related - Vigilance,,146,151,Stress-Related - Vigilance,,530,538,Stress-Related - Vigilance,,557,615,Stress-Related - Vigilance,,709,801,Stress-Related - Vigilance,,834,900,Stress-Related - Vigilance,,901,916,Stress-Related - Self-groom,,948,1031,Affiliative - Mutual grooming,Artemis,1031,1035,Stress-Related - Self-scratch,,1035,1045,Affiliative - Mutual grooming,Artemis,1051,1500,Affiliative - Contact sit,Artemis,1416,1500,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Other,Other,Social,Rest,Rest,,,,,,,,,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Body contact,Body contact,Body contact,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,
06/17/2026 03:11 PM,Calamity Jane,Cloudy,82,0,222,Stress-Related - Vigilance,,229,318,Stress-Related - Self-groom,,318,323,Stress-Related - Vigilance,,323,336,Stress-Related - Self-groom,,336,346,Stress-Related - Vigilance,,346,352,Stress-Related - Self-groom,,352,359,Stress-Related - Vigilance,,359,415,Stress-Related - Self-groom,,415,524,Stress-Related - Vigilance,,535,542,Stress-Related - Vigilance,,542,544,Stress-Related - Yawn,,641,707,Stress-Related - Vigilance,,709,718,Stress-Related - Self-groom,,726,742,Stress-Related - Vigilance,,756,759,Stress-Related - Vigilance,,832,1500,Affiliative - Contact sit,Artemis,835,924,Affiliative - Mutual grooming,Artemis,849,856,Stress-Related - Vigilance,,937,1035,Affiliative - Mutual grooming,Artemis,1035,1051,Affiliative - Give grooming,Artemis,1051,1310,Affiliative - Mutual grooming,,1310,1416,Affiliative - Receive grooming,,1416,1433,Affiliative - Give grooming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Other,Rest,Rest,Social,Social,Social,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Body contact,Body contact,Body contact,,,,,,,,,
06/17/2026 02:53 PM,Artemis,Cloudy,82,0,1312,Affiliative - Contact sit,Terri-Lynn,332,347,Stress-Related - Vigilance,,1052,1057,Stress-Related - Self-scratch,,1057,1010,Stress-Related - Self-groom,,1111,1113,Stress-Related - Vigilance,,1305,1500,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Other,Rest,Other,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,2-5 m,,,,,,,,,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,2-5 m,
06/17/2026 02:38 PM,Terri-Lynn,Cloudy,82,0,1500,Affiliative - Contact sit,"Artemis, Calamity Jane",1113,1244,Affiliative - Mutual grooming,Calamity Jane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Rest,Social,Rest,,,,,,,,,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,
06/15/2026 03:58 PM,Artemis,Sunny,90,12,546,Stress-Related - Vigilance,,700,740,Stress-Related - Vigilance,,741,751,Stress-Related - Self-groom,,751,956,Stress-Related - Vigilance,,1107,1132,Stress-Related - Self-groom,,1132,1141,Stress-Related - Vigilance,,1313,1324,Stress-Related - Vigilance,,1328,1433,Stress-Related - Self-groom,,1433,1441,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Other,Other,Other,Other,Locomotion,Rest,Other,Over 5 m,Less than 2 m,2-5 m,2-5 m,2-5 m,Over 5 m,2-5 m,2-5 m,,,,,,,,,Over 5 m,Less than 2 m,Over 5 m,2-5 m,2-5 m,Over 5 m,2-5 m,2-5 m,
06/15/2026 03:43 PM,Calamity Jane,Sunny,90,145,149,Stress-Related - Vigilance,,707,710,Stress-Related - Vigilance,,840,843,Stress-Related - Vigilance,,1058,1207,Stress-Related - Vigilance,,1213,1222,Stress-Related - Vigilance,,1231,1315,Stress-Related - Vigilance,,1319,1336,Stress-Related - Self-groom,,1336,1352,Stress-Related - Vigilance,,1352,1500,Stress-Related - Self-groom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Rest,Other,Other,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,,,,,,,,,
06/15/2026 03:28 PM,Terri-Lynn,Sunny,90,0,42,Affiliative - Contact sit,Calamity Jane,0,14,Affiliative - Give grooming,Calamity Jane,109,118,Stress-Related - Vigilance,,439,448,Stress-Related - Self-groom,,448,557,Stress-Related - Vigilance,,831,842,Stress-Related - Vigilance,,843,1012,Affiliative - Contact sit,Artemis,845,951,Affiliative - Mutual grooming,Artemis,951,1009,Affiliative - Give grooming,Artemis,1258,1413,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Social,Rest,Rest,Rest,Rest,Social,Other,Other,,,,,,,,,2-5 m,2-5 m,2-5 m,Less than 2 m,Less than 2 m,Less than 2 m,Over 5 m,Over 5 m,Body contact,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,
06/12/2026 03:39 PM,Calamity Jane,Sunny,95,636,912,Stress-Related - Vigilance,,925,933,Stress-Related - Vigilance,,933,942,Stress-Related - Self-groom,,942,954,Stress-Related - Vigilance,,954,1000,Stress-Related - Self-groom,,1427,1445,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Other,Other,Rest,Rest,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,,,,,,,,,
06/12/2026 03:21 PM,Artemis,Sunny,95,0,208,Stress-Related - Vigilance,,216,241,Stress-Related - Vigilance,,241,252,Stress-Related - Self-groom,,252,302,Stress-Related - Vigilance,,302,336,Stress-Related - Self-groom,,346,418,Stress-Related - Self-groom,,433,455,Stress-Related - Vigilance,,459,502,Stress-Related - Self-groom,,512,525,Stress-Related - Self-groom,,535,601,Stress-Related - Self-groom,,810,958,Stress-Related - Vigilance,,1001,1039,Affiliative - Contact sit,Calamity Jane,1003,1039,Affiliative - Mutual grooming,Calamity Jane,1045,1057,Stress-Related - Self-groom,,1057,1258,Stress-Related - Vigilance,,1432,1446,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Other,Other,Rest,Other,Other,Other,Less than 2 m,2-5 m,2-5 m,2-5 m,2-5 m,Over 5 m,Over 5 m,2-5 m,,,,,,,,,Less than 2 m,2-5 m,2-5 m,Less than 2 m,Less than 2 m,Less than 2 m,Over 5 m,2-5 m,
06/12/2026 02:47 PM,Calamity Jane,Sunny,95,10,314,Affiliative - Contact sit,Artemis,15,205,Affiliative - Mutual grooming,Artemis,205,314,Affiliative - Receive grooming,Artemis,835,916,Stress-Related - Vigilance,,942,1112,Stress-Related - Vigilance,,1143,1249,Stress-Related - Vigilance,,1301,1403,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Social,Rest,Rest,Rest,Other,Other,Other,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Over 5 m,Over 5 m,Over 5 m,Less than 2 m,Body contact,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,,,,,,,,,
06/12/2026 02:31 PM,Artemis,Sunny,95,21,27,Stress-Related - Vigilance,,58,102,Stress-Related - Vigilance,,330,333,Stress-Related - Self-groom,,333,347,Stress-Related - Vigilance,,550,634,Stress-Related - Self-groom,,642,700,Stress-Related - Self-groom,,709,727,Stress-Related - Self-groom,,727,735,Stress-Related - Vigilance,,920,924,Stress-Related - Yawn,,1014,1039,Stress-Related - Vigilance,,1040,1043,Stress-Related - Yawn,,1043,1049,Stress-Related - Self-groom,,1049,1137,Stress-Related - Vigilance,,1215,1235,Stress-Related - Vigilance,,1254,1312,Stress-Related - Vigilance,,1322,1423,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Other,Rest,Rest,Other,Other,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Less than 2 m,Less than 2 m,,,,,,,,,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,2-5 m,2-5 m,
06/12/2026 02:12 PM,Terri-Lynn,Sunny,95,20,31,Stress-Related - Vigilance,,31,52,Stress-Related - Self-groom,,103,137,Stress-Related - Vigilance,,200,221,Stress-Related - Self-groom,,221,240,,,245,340,Affiliative - Contact sit,Artemis,250,301,Stress-Related - Self-groom,,305,314,Stress-Related - Self-scratch,,317,325,Stress-Related - Self-groom,,636,640,Stress-Related - Vigilance,,902,905,Stress-Related - Vigilance,,1036,1044,Stress-Related - Vigilance,,1256,1302,Stress-Related - Self-groom,,1308,1312,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Rest,Rest,Rest,Rest,Rest,Rest,,,,,,,,,2-5 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,
06/12/2026 12:50 PM,Terri-Lynn,Sunny,95,6,36,Stress-Related - Self-groom,,50,53,Agonistic - Displace,Calamity Jane,59,113,Stress-Related - Vigilance,,119,127,Stress-Related - Self-groom,,127,520,Stress-Related - Vigilance,,550,639,Stress-Related - Vigilance,Calamity Jane,645,647,Agonistic - Displace,,847,1045,Stress-Related - Vigilance,,1051,1110,Stress-Related - Self-groom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Other,Other,Other,Other,Other,Other,,,,,,,,,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,2-5 m,2-5 m,2-5 m,
06/10/2026 03:01 PM,Terri-Lynn,Sunny,84,0,24,Stress-Related - Vigilance,,106,127,Stress-Related - Vigilance,,207,223,Stress-Related - Vigilance,,438,451,Stress-Related - Self-groom,,456,513,Stress-Related - Vigilance,,513,518,Stress-Related - Self-groom,,639,646,Stress-Related - Vigilance,,701,719,Stress-Related - Vigilance,,738,745,Stress-Related - Vigilance,,828,840,Stress-Related - Vigilance,,1140,1150,Stress-Related - Vigilance,,1249,1315,Stress-Related - Vigilance,,1325,1337,Stress-Related - Vigilance,,1359,1419,Stress-Related - Vigilance,,1426,1444,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Rest,Rest,Rest,Rest,Rest,Other,,,,,,,,,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,
06/10/2026 02:45 PM,Artemis,Sunny,84,0,32,Affiliative - Contact sit,Calamity Jane,0,120,Stress-Related - Vigilance,,142,305,Stress-Related - Pacing,,345,524,Stress-Related - Vigilance,,524,829,Affiliative - Contact sit,Calamity Jane,545,639,Affiliative - Mutual grooming,Calamity Jane,640,907,Stress-Related - Vigilance,,1020,1028,Stress-Related - Vigilance,,1057,1130,Stress-Related - Vigilance,,1130,1138,Stress-Related - Self-groom,,1138,1419,Stress-Related - Vigilance,,1318,1345,Stress-Related - Pacing,,1433,1500,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Locomotion,Other,Social,Other,Locomotion,Other,Locomotion,Less than 2 m,2-5 m,Over 5 m,Over 5 m,Over 5 m,2-5 m,2-5 m,2-5 m,,,,,,,,,Body contact,2-5 m,Less than 2 m,Body contact,Body contact,Over 5 m,2-5 m,2-5 m,
06/10/2026 02:30 PM,Calamity Jane,Sunny,84,0,440,Stress-Related - Vigilance,,626,657,Stress-Related - Vigilance,,704,707,Stress-Related - Self-scratch,,708,820,Stress-Related - Vigilance,,832,858,Stress-Related - Vigilance,,900,945,Affiliative - Mutual grooming,Artemis,859,952,Affiliative - Contact sit,Artemis,1001,1122,Stress-Related - Vigilance,,1141,1304,Stress-Related - Vigilance,,1329,1340,Affiliative - Give grooming,Artemis,1340,1500,Affiliative - Contact sit,Artemis,1341,1446,Affiliative - Mutual grooming,Artemis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Other,Locomotion,Other,Other,Other,Social,Over 5 m,Over 5 m,Over 5 m,2-5 m,2-5 m,Over 5 m,Over 5 m,Over 5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Less than 2 m,Less than 2 m,Body contact,,,,,,,,,
06/08/2026 02:38 PM,Calamity Jane,Cloudy,79,13,18,Stress-Related - Vigilance,,200,206,Stress-Related - Vigilance,,326,330,Stress-Related - Vigilance,,342,343,Stress-Related - Vigilance,,1226,1229,Stress-Related - Vigilance,,1229,1234,Stress-Related - Self-groom,,1234,1240,Stress-Related - Vigilance,,1325,1329,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Other,Rest,Rest,Rest,Rest,Rest,Rest,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,,,,,,,,,
06/08/2026 02:22 PM,Artemis,Cloudy,79,35,48,Stress-Related - Self-groom,,130,340,Affiliative - Contact sit,Calamity Jane,137,328,Affiliative - Mutual grooming,Calamity Jane,502,507,Stress-Related - Vigilance,,507,515,Affiliative - Receive grooming,Calamity Jane,537,1500,Affiliative - Contact sit,Terri-Lynn,1111,1215,Stress-Related - Vigilance,,1113,1120,Stress-Related - Antipredator VOCALIZE,,1145,1150,Stress-Related - Antipredator VOCALIZE,,1215,1256,Stress-Related - Self-groom,,1346,1417,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Social,Social,Rest,Rest,Rest,Other,Other,Over 5 m,Over 5 m,Less than 2 m,Body contact,Body contact,Body contact,Body contact,Body contact,,,,,,,,,2-5 m,Body contact,Body contact,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,
06/08/2026 02:02 PM,Terri-Lynn,Cloudy,79,0,1500,Affiliative - Contact sit,Artemis,545,547,Stress-Related - Vigilance,,939,941,Stress-Related - Yawn,,950,1007,Stress-Related - Self-groom,,1038,1042,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Other,Rest,Rest,,,,,,,,,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,
06/08/2026 12:26 PM,Terri-Lynn,Cloudy,78,16,23,Stress-Related - Vigilance,,103,128,Stress-Related - Vigilance,,304,632,Stress-Related - Vigilance,,702,825,Stress-Related - Vigilance,,847,851,Stress-Related - Self-scratch,,851,859,Stress-Related - Self-groom,,859,907,Stress-Related - Vigilance,,921,1214,Affiliative - Contact sit,Calamity Jane,921,1034,Affiliative - Mutual grooming,Calamity Jane,1040,1437,Affiliative - Contact sit,Artemis,1042,1044,Stress-Related - Self-scratch,,1052,1116,Affiliative - Mutual grooming,Calamity Jane,1124,1130,Affiliative - Receive grooming,Calamity Jane,1130,1148,Affiliative - Mutual grooming,Calamity Jane,1148,1205,Affiliative - Receive grooming,Calamity Jane,1205,1214,Affiliative - Mutual grooming,Calamity Jane,1250,1308,Affiliative - Receive grooming,Artemis,1331,1437,Affiliative - Receive grooming,Calamity Jane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Other,Other,Other,Social,Social,Social,,,,,,,,,Over 5 m,Over 5 m,Over 5 m,2-5 m,2-5 m,2-5 m,Body contact,Body contact,Over 5 m,Over 5 m,Over 5 m,2-5 m,2-5 m,Body contact,Body contact,Body contact,
06/08/2026 12:11 PM,Calamity Jane,Cloudy,78,0,10,Stress-Related - Vigilance,,21,134,Stress-Related - Vigilance,,253,309,Stress-Related - Vigilance,,530,615,Stress-Related - Self-groom,,634,652,Stress-Related - Self-groom,,652,744,Stress-Related - Vigilance,,849,902,Stress-Related - Vigilance,,1156,1344,Stress-Related - Self-groom,,1453,1500,Stress-Related - Self-groom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Rest,Rest,Other,Other,Other,Other,Other,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,,,,,,,,,
